[绘夏！烈日？度假村！其三「惊遇！等待众人的将是…？」] 过场动画绘夏！烈日？度假村！其三 惊遇！等待众人的将是···？ （燧石余火） 过场动画
[绘夏！烈日？度假村！其三「惊遇！等待众人的将是…？」] 过场动画绘夏！烈日？度假村！其三 惊遇！等待众人的将是···？  （热舞狂欢） 过场动画
[绘夏！烈日？度假村！其四「收幕！将夏夜染作缤纷！」] 获得娜娜丝梨饼
[绘夏！烈日？度假村！其四「收幕！将夏夜染作缤纷！」] 和朋友们共度了一段愉快的时光…
[金翅鹏王之章 第一幕「槐柯胡蝶，傩佑之梦」] 收集仪式所用道具一冰雾花
[金翅鹏王之章 第一幕「槐柯胡蝶，傩佑之梦」] 在夜晚前往「夜叉像」处
[金翅鹏王之章 第一幕「槐柯胡蝶，傩佑之梦」] 与魈对话
[金翅鹏王之章 第一幕「槐柯胡蝶，傩佑之梦」] 依据仪式流程，进行仪式
[金翅鹏王之章 第一幕「槐柯胡蝶，傩佑之梦」] 依据仪式流程，射击两座夜叉雕像的发光处
[金翅鹏王之章 第一幕「槐柯胡蝶，傩佑之梦」] 仪式完成后，「掇星攫辰天君」的魂魄果然出现在了你们面前···
[金翅鹏王之章 第一幕「槐柯胡蝶，傩佑之梦」] ------------------------------
[金翅鹏王之章 第一幕「槐柯胡蝶，傩佑之梦」] ------------------------------
[金翅鹏王之章 第一幕「槐柯胡蝶，傩佑之梦」] ------------------------------
[金翅鹏王之章 第一幕「槐柯胡蝶，傩佑之梦」] 惩罚「假仙人」的魂魄
[金翅鹏王之章 第一幕「槐柯胡蝶，傩佑之梦」] ------------------------------
[金翅鹏王之章 第一幕「槐柯胡蝶，傩佑之梦」] ------------------------------
[金翅鹏王之章 第一幕「槐柯胡蝶，傩佑之梦」] ------------------------------
[金翅鹏王之章 第一幕「槐柯胡蝶，傩佑之梦」] 前往望舒客栈，向菲尔戈黛特询问「假仙人」的情况
[金翅鹏王之章 第一幕「槐柯胡蝶，傩佑之梦」] 信中，名为王平安的普通人向你们真诚悔过。他决心通过修行践行自己立下的誓言，弃恶扬善，成为真正合格的仙人「信众]。
[金翅鹏王之章 第一幕「槐柯胡蝶，傩佑之梦」] 他假冒仙人骗取的钱财已经归还，而那张爷爷留下的「百无禁忌篆]则随信赠与了你们。他甚至还舍弃了于修行无益的个人财物，全部送给了你们···
[金翅鹏王之章 第一幕「槐柯胡蝶，傩佑之梦」] 与魈对话，交还「百无禁忌篆」
[幼狮之章 第一幕「骑士团长的一日假期」] （有什么事吗，莎拉小姐？）
[幼狮之章 第一幕「骑士团长的一日假期」] （是互相信赖的伙伴。）
[幼狮之章 第一幕「骑士团长的一日假期」] （明白了，该给猎人们一点教训了！）
[幼狮之章 第一幕「骑士团长的一日假期」] （这种事也要直接找琴吗？）
[幼狮之章 第一幕「骑士团长的一日假期」] （你是说…迪奥娜？）
[幼狮之章 第一幕「骑士团长的一日假期」] （我们试着找找看？）
[幼狮之章 第一幕「骑士团长的一日假期」] （怎么有种「人善被人欺」的感觉？）
[幼狮之章 第一幕「骑士团长的一日假期」] 与琴对话
[幼狮之章 第一幕「骑士团长的一日假期」] （芭芭拉好像很关心琴的样子。）
[幼狮之章 第一幕「骑士团长的一日假期」] （是给奖励的环节了？）
[幼狮之章 第一幕「骑士团长的一日假期」] 【若已完成「骰子、猫与卡牌的战场」】
[幼狮之章 第一幕「骑士团长的一日假期」] （可以，但下次要记得请客。）
[幼狮之章 第一幕「骑士团长的一日假期」] （其实我也可以帮忙做饭！）
[幼狮之章 第一幕「骑士团长的一日假期」] （她自己这样出城去没关系吗？）
[幼狮之章 第一幕「骑士团长的一日假期」] （可以多依靠一下骑士团的大家。）
[幼狮之章 第一幕「骑士团长的一日假期」] （还是「蒲公英骑士」更适合琴一些。）
[幼狮之章 第一幕「骑士团长的一日假期」] 琴“……”
[幼狮之章 第一幕「骑士团长的一日假期」] （可能是针对琴的险境…）
[幼狮之章 第一幕「骑士团长的一日假期」] （我们去就好，让琴休息吧。）
[幼狮之章 第一幕「骑士团长的一日假期」] （主要筹办人？）
[幼狮之章 第一幕「骑士团长的一日假期」] （那些紧急订单…是你们下的啊…）
[幼狮之章 第一幕「骑士团长的一日假期」] 芭芭拉；“是加辣椒，辣辣的那种。”
[幼狮之章 第一幕「骑士团长的一日假期」] （玩的开心吗？）
[幼狮之章 第一幕「骑士团长的一日假期」] （琴看起来好像恢复精神了呢。）
[锦织之章 第一幕 「江湖不问出处」] 与「万文集舍」老板 纪芳对话
[锦织之章 第一幕 「江湖不问出处」] （选择「你是谁啊？」）
[锦织之章 第一幕 「江湖不问出处」] （选择「有道理，那就麻烦你带路了。」）
[锦织之章 第一幕 「江湖不问出处」] 与常九爷对话
[锦织之章 第一幕 「江湖不问出处」] （选择「…没书看了很难过？」）
[锦织之章 第一幕 「江湖不问出处」] （选择「稍微看一下现场气氛啊…」）
[锦织之章 第一幕 「江湖不问出处」] 追上离开的行秋
[锦织之章 第一幕 「江湖不问出处」] （选择「我们得想办法帮帮常九爷。」）
[锦织之章 第一幕 「江湖不问出处」] （选择「你想到办法了？」）
[锦织之章 第一幕 「江湖不问出处」] 击败来袭的愚人众后
[锦织之章 第一幕 「江湖不问出处」] （选择「你居然有「神之眼」…」）
[锦织之章 第一幕 「江湖不问出处」] （选择「君子报仇，十年不晚。」）
[锦织之章 第一幕 「江湖不问出处」] （选择「我是蒙德来的商人，与茂才公有约。」）
[锦织之章 第一幕 「江湖不问出处」] （选择「如果不让我见茂才公，有你好受的。」）
[锦织之章 第一幕 「江湖不问出处」] （选择「你演的也不错。」）
[锦织之章 第一幕 「江湖不问出处」] （选择「来得早不如（姆）来得巧。」）
[锦织之章 第一幕 「江湖不问出处」] 偷听茂才公与愚人众的谈话
[锦织之章 第一幕 「江湖不问出处」] 到玉京台与行秋对话
[锦织之章 第一幕 「江湖不问出处」] 派蒙和旅行者向行秋讲述了关于茂才公的情报。
[锦织之章 第一幕 「江湖不问出处」] （选择「加了密的密文？」）
[锦织之章 第一幕 「江湖不问出处」] （选择「为什么要找他们？」）
[锦织之章 第一幕 「江湖不问出处」] （选择「又是？」）
[锦织之章 第一幕 「江湖不问出处」] （选择「等等，接风洗尘？」）
[锦织之章 第一幕 「江湖不问出处」] 进入琉璃亭
[锦织之章 第一幕 「江湖不问出处」] 前往商铺购买石珀
[锦织之章 第一幕 「江湖不问出处」] （选择「「飞云商会」的生意不算零星吧？」）
[锦织之章 第一幕 「江湖不问出处」] （选择「「飞云商会」只做合法生意。」）
[锦织之章 第一幕 「江湖不问出处」] 前往层岩巨渊与石壮对话
[锦织之章 第一幕 「江湖不问出处」] （选择「具体是多少钱？」）
[锦织之章 第一幕 「江湖不问出处」] （选择「坐地起价不太好吧。」）
[锦织之章 第一幕 「江湖不问出处」] （选择「谁让你得罪「飞云商会」。」）
[锦织之章 第一幕 「江湖不问出处」] 石壮；我、我知道啦…对不起，还请「飞云商会」不要计较。
[锦织之章 第一幕 「江湖不问出处」] （选择「是正常价格吧？」）
[锦织之章 第一幕 「江湖不问出处」] 寻找装有石珀的矿车
[锦织之章 第一幕 「江湖不问出处」] 与石壮对话
[锦织之章 第一幕 「江湖不问出处」] （选择「为什么你会想到反过来威胁他？」）
[锦织之章 第一幕 「江湖不问出处」] 到轻策庄与常九爷对话
[锦织之章 第一幕 「江湖不问出处」] 派蒙；说过他们不会再上门就是不会再上门了。
[锦织之章 第一幕 「江湖不问出处」] （选择「放心卖给我吧。」）
[锦织之章 第一幕 「江湖不问出处」] （选择「之后会有人来上门取货的。」）
[锦织之章 第一幕 「江湖不问出处」] 常九爷；谢谢，谢谢，太谢谢你们了！我真的不知道该怎么感谢你们！
[锦织之章 第一幕 「江湖不问出处」] （选择「书的结局好看吗？」）
[锦织之章 第一幕 「江湖不问出处」] 击退帮助茂才公的愚人众后
[锦织之章 第一幕 「江湖不问出处」] （选择「…果然是这么一回事啊。」）
[锦织之章 第一幕 「江湖不问出处」] （选择「富家少爷现在都不练字吗？」）
[锦织之章 第一幕 「江湖不问出处」] （选择「你看的真的是武侠小说吗？」）
[锦织之章 第一幕 「江湖不问出处」] 旅行者:又让我们跑腿?
[锦织之章 第一幕 「江湖不问出处」] 行秋:因为其实我并没有做什么,不应该去接受谢意。倒是两位本与此事毫无瓜葛，却帮到了最后。
[锦织之章 第一幕 「江湖不问出处」] 到轻策庄与常九爷对话
[锦织之章 第一幕 「江湖不问出处」] （选择「不用客气，帮上忙就好。」）
[锦织之章 第一幕 「江湖不问出处」] 常九爷；哎呀，千万别这么说，这件事对我来说真的关系重大。
[锦织之章 第一幕 「江湖不问出处」] （选择「说不定古华派的转机就要来了。」）
[锦织之章 第一幕 「江湖不问出处」] （选择「我差点都忘了这回事了。」）
[四叶草之章 第一幕「真正的宝物」] 与巴顿对话
[四叶草之章 第一幕「真正的宝物」] 进入酒馆，向酒客们打听「最强战力」的事
[四叶草之章 第一幕「真正的宝物」] 与查尔斯对话
[四叶草之章 第一幕「真正的宝物」] 与杰克对话
[四叶草之章 第一幕「真正的宝物」] 与布鲁斯对话
[四叶草之章 第一幕「真正的宝物」] 进入骑士团与琴对话
[四叶草之章 第一幕「真正的宝物」] 与可莉相撞
[四叶草之章 第一幕「真正的宝物」] 前往低语森林，找到藏宝地，与可莉对话
[四叶草之章 第一幕「真正的宝物」] 追击深渊法师
[四叶草之章 第一幕「真正的宝物」] 回到骑士团
[四叶草之章 第一幕「真正的宝物」] 来到禁闭室门口
[长杓之章 第一幕「蒙德食遇之旅」] 待补充
[长杓之章 第一幕「蒙德食遇之旅」] 待补充
[长杓之章 第一幕「蒙德食遇之旅」] 待补充
[长杓之章 第一幕「蒙德食遇之旅」] 待补充
[长杓之章 第一幕「蒙德食遇之旅」] 待补充
[长杓之章 第一幕「蒙德食遇之旅」] 待补充
[夜枭之章 第一幕「暗夜英雄的不在场证明」] 赶路中ing…
[夜枭之章 第一幕「暗夜英雄的不在场证明」] 赶路中ing…
[夜枭之章 第一幕「暗夜英雄的不在场证明」] 赶路中ing…
[夜枭之章 第一幕「暗夜英雄的不在场证明」] 赶路中ing…
[夜枭之章 第一幕「暗夜英雄的不在场证明」] 战斗中ing…
[夜枭之章 第一幕「暗夜英雄的不在场证明」] 赶路中ing…
[夜枭之章 第一幕「暗夜英雄的不在场证明」] 赶路中ing…
[夜枭之章 第一幕「暗夜英雄的不在场证明」] （使用「逆焰之手」）
[夜枭之章 第一幕「暗夜英雄的不在场证明」] （再次使用「逆焰之手」）
[夜枭之章 第一幕「暗夜英雄的不在场证明」] （再次使用「逆焰之手」）
[夜枭之章 第一幕「暗夜英雄的不在场证明」] （使用「逆焰之手」）
[夜枭之章 第一幕「暗夜英雄的不在场证明」] 赶路中ing…
[夜枭之章 第一幕「暗夜英雄的不在场证明」] 赶路中ing…
[夜枭之章 第一幕「暗夜英雄的不在场证明」] 赶路中ing…
[夜枭之章 第一幕「暗夜英雄的不在场证明」] 战斗中ing…
[夜枭之章 第一幕「暗夜英雄的不在场证明」] 派蒙；等到了晚上，再去酒馆与迪卢克老爷会面吧~！
[夜枭之章 第一幕「暗夜英雄的不在场证明」] 赶路中ing…
[夜枭之章 第一幕「暗夜英雄的不在场证明」] 赶路中ing…
[夜枭之章 第一幕「暗夜英雄的不在场证明」] 赶路中ing…
[夜枭之章 第一幕「暗夜英雄的不在场证明」] 战斗中ing…
[小兔之章 第一幕：风、勇气和翅膀] 你们不抱期待地打开飞行指南，却惊讶地发现这部本该枯燥乏味的指南语言明快轻松，用浪漫的口吻讲述了鸟儿们学习飞翔的故事。
[小兔之章 第一幕：风、勇气和翅膀] 安柏急匆匆离开了这里。
[沙漏之章 第一幕 「麻烦的工作」] ◆ 去图书馆找丽莎
[沙漏之章 第一幕 「麻烦的工作」] ◆ 与丽莎对话
[沙漏之章 第一幕 「麻烦的工作」] ◆ 与玛乔丽沟通还书的事
[沙漏之章 第一幕 「麻烦的工作」] ◆ 给丽莎挑选纪念品
[沙漏之章 第一幕 「麻烦的工作」] （挑选丽莎会喜欢的纪念品）
[沙漏之章 第一幕 「麻烦的工作」] ◆ 与莎拉沟通还书的事
[沙漏之章 第一幕 「麻烦的工作」] ◆ 根据丽莎的喜好来点选菜品
[沙漏之章 第一幕 「麻烦的工作」] （挑选适合丽莎口味的料理吧）
[沙漏之章 第一幕 「麻烦的工作」] ◆ 坐下与丽莎一同进餐
[沙漏之章 第一幕 「麻烦的工作」] ◆ 与莎拉对话
[沙漏之章 第一幕 「麻烦的工作」] ◆ 与唐娜对话，了解情况
[沙漏之章 第一幕 「麻烦的工作」] （挑选丽莎会喜欢的花朵品种）
[沙漏之章 第一幕 「麻烦的工作」] ◆ 寻找书籍留下的元素痕迹
